category,movie,title,rating,genre,subgenre,theme,keyword,releasedate,country,review
Adventure,Mediterranea,Mediterranea (2015),8,Adventure,,Food for Thought,,20-Nov-15,"France, Germany, Italy, Qatar, USA","Two African immigrants, Ayiva (Koudous Seihon) and Abas (Alassane Sy), arrive in Italy in the hope of finding a better life, but instead encounter resentment from the locals. The two friends are filled with idealistic notions of Italy, only to quickly discover a harsh reality: They are forced to live in makeshift settlements, and although they are able to find jobs packing fruit, they have difficulty obtaining the official papers that will allow them to stay in the country. The men also face racial tensions in the community that escalate into violence. Directed by Jonas Carpignano, who expanded Mediterranea from his 2012 short film A Chjana."
Adventure,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl (2003),8,Adventure,Swashbuckler,"Fantastic Reality,Adrenaline Rush","ghost-ship, captain  [ship], curse, damsel-in-distress, galleon, pirate [seafarer], swashbuckler",9-Jul-03,USA,"Following his surprise-hit American remake of The Ring in 2002, director Gore Verbinski took on Pirates of the Caribbean: The Curse of the Black Pearl, the second of recent films to be based upon Disney theme-park rides (the first being The Country Bears). When Elizabeth Swann (Keira Knightley), the daughter of Governor Swann (Jonathan Pryce) is kidnapped by a group of pirates led by Captain Barbossa (Geoffrey Rush) and taken aboard their ship, The Black Pearl, Will Turner (Orlando Bloom), the young man who loves Elizabeth despite the fact that she is promised to another, sets out to rescue her. But he can't do it alone, so he enlists the help of swashbuckling ship captain Jack Sparrow (Johnny Depp). Together the two chase after The Black Pearl, but they soon discover that the captain and crew aren't your average pirates. Cursed to remain between the living and the dead, Barbossa and his men look like skeletons when basked in the moonlight. When it is revealed that the only thing that can break the curse is Elizabeth's blood, Jack and Will are faced with a race against time and a battle against the undead to save the Governor's daughter."
Adventure,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest (2006),7,Adventure,Adventure Comedy,"Fantastic Reality,Adrenaline Rush","pirate [seafarer], sea-captain, afterlife, captain  [ship], cannibal, sea-monster",7-Jul-06,USA,"Captain Jack Sparrow (Johnny Depp) returns to the screen for another round of supernatural adventures on the high seas in this spirited sequel to the 2003 Disney hit, which re-teams original director Gore Verbinski with original screenwriters Ted Elliott and Terry Rossio. As Will (Orlando Bloom) and Elizabeth (Keira Knightley) prepare to exchange vows at the altar, their wedding plans hit rough waters with the arrival of sea-bound scallywag Jack Sparrow. It seems that Sparrow owes a substantial blood debt to half-octopus sea captain Davy Jones (Bill Nighy), and that the only way for the flamboyant sea rover to elude the wrath of his otherworldly pursuer is to seek the aid of mysterious and powerful voodoo priestess Tia Dalma (Naomie Harris), whose ability to resurrect the dead and gaze into the future may provide just the advantage needed to avoid a waterlogged fate in the locker of his legendary nemesis."
Adventure,The Adventures of Robin Hood,The Adventures of Robin Hood (1938),10,Adventure,Swashbuckler,Adrenaline Rush,"against-the-system, archery, duel, forest, hero, one-against-odds, outlaw [Western], rescue, robbery, Robin-Hood, sheriff, tyrant, villain, kidnapping",14-May-38,USA,"In order to avoid the material copyrighted by Douglas Fairbanks Sr. for his 1922 Robin Hood, the scripters of this Flynn version relied on several legendary episodes that had never before been filmed, notably the battle between Robin and Little John (Alan Hale Sr., who played this part three times in his long career) and the ""piggy-back"" episode between Robin and Friar Tuck (Eugene Pallette). The film ties together the various ancient anecdotes with a storyline bounded by the capture in Austria of Richard the Lionheart (Ian Hunter) on one end and Richard's triumphant return to England on the other. Robin Hood is already an outlaw at the outset of the film, while Maid Marian (Olivia de Havilland) is initially part of the enemy camp, as one of Prince John's (Claude Rains) entourage. Marian warms up to Robin's fight against injustice (and to Robin himself), eventually becoming a trusted ally. James Cagney was originally announced for the role of Robin Hood, just before Cagney left Warner Bros. in a salary dispute. William Keighley was the original director, but he worked too slowly to suit the tight production schedule and was replaced by Michael Curtiz (both men receive screen credit). A lengthy opening jousting sequence was shot but removed from the final print; portions of this sequence show up as stock footage in the 1957 Warners film The Story of Mankind. The chestnut-colored Palomino horse ridden by de Havilland in the Sherwood Forest scenes later gained screen stardom as Roy Rogers' Trigger."
Adventure,The Lives of a Bengal Lancer,The Lives of a Bengal Lancer (1935),8,Adventure,British Empire Film,"Heroic Mission,Colonialism","against-all-odds, capture, mountains, rescue, revolution, soldier, swashbuckler, villain, war",,USA,"Gary Cooper stars in this rousing adventure saga of three British officers of the 41st Regiment of Bengal Lancers of India. The story begins as Lt. McGregor (Gary Cooper) accepts two new officers to his company -- the brash Lt. Fortesque (Franchot Tone) and Lt. Stone (Richard Cromwell), the son of the garrison's commander, Col. Stone (Guy Standing). In an effort not to show favoritism, Stone's father barely acknowledges his son during a parade of the new officers. Lt. Stone resents this treatment by his father and becomes embittered at both his dad and the British army. McGregor is ordered to search for a British spy, Lt. Barrett (Colin Tapley), who has infiltrated the army of crazed chieftain Mohammed Khan (Douglas Dumbrille). The three officers find Barrett, who tells them Khan is planning an uprising against the British, utilizing the mountain tribes for a massive assault. Lt. Stone finds himself captured by the rebels and is taken to Mohammed Khan's mountain fortress to be tortured. Stone's father refuses to send in the lancers to save his son, reasoning that his son was captured to lure the British forces to their doom. Disguising themselves as Indian peddlers, McGregror and Fortesque go off to rescue Stone. But they are soon discovered and taken to Mohammed Khan's lair to be tortured, with Khan telling McGregor, ""We have ways of making men talk."" Mohammed wants the soldiers to tell him where a shipment of ammunition will be delivered. McGregor and Fortesque withstand the torture without divulging the location, but Lt. Stone cracks and tells Khan what he wants to know. The three officers see the ammunition delivered to Khan's fortress, but then they hear Col. Stone and 300 lancers have arrived outside of Khan's gates."
Adventure,Quest for Fire,Quest for Fire (1981),7,Adventure,Prehistoric Fantasy,Triumph of the Spirit,"caveman, fire, prehistoric, wilderness, hardships, journey, language, search, animal, attack, survivor, tribe",12-Feb-82,"Canada, France","Quest for Fire takes place some 80,000 years in the past. A primitive homo sapiens tribe huddles around a natural fire source for comfort and survival. When that source is extinguished, tribesmen Naoh (Everett McGill), Amoukar (Ron Perlman), and Gaw (Nameer El-Kadi) are sent out on a ""quest for fire."" After several days of wandering through the prehistoric landscape (the film was shot in Canada, Scotland, Iceland, and Kenya), the three come across a cannibal tribe that knows how to produce fire; they save a young girl, Ika (Rae Dawn Chong), from the clutches of the cannibals, with the hope that she'll reveal the secret. Based on a novel by J. H. Rosny Sr., Quest for Fire convincingly creates the world of the past and believably molds its characters within the context of their surroundings and their limited knowledge of the world. The credibility factor is aided by technical consultants Desmond Morris and Anthony Burgess, who respectively developed a set of gestures and a simplistic language for the Ulams and Ivakas. An Oscar went to John Hay and Penny Rose's costume design."
Adventure,Captains Courageous,Captains Courageous (1937),9,Adventure,Adventure Drama,Angsty,"beach, boy, brat, cabin-boy, child, coming-of-age, friendship, generation-gap, high-seas, rescue, sailor, slice-of-life",,USA,"A boy learns life-changing lessons about the importance of friendship and the dignity of labor in this adventure saga based on a story by Rudyard Kipling. Young Harvey Cheyne (Freddie Bartholomew) is the working definition of a spoiled brat; the only child of a wealthy widowed businessman, Harvey has everything he needs, but never stops asking for more, convinced he can get anything if he yells, pouts, or throws the right tantrum. Even other boys his age are disgusted with his antics, and when he accompanies his father on an ocean cruise, he finds he has no friends to play with. After wolfing down six ice-cream sodas, Harvey gets sick to his stomach and while vomiting over the side of the ship, he falls into the drink. He is rescued by Manuel (Spencer Tracy), a Portuguese old salt who drags him on board a Gloucester fishing boat where he's a deck hand and doryman. Harvey shows no gratitude to Manuel for saving his life and demands to be taken home immediately; Manuel and the crew, not the least bit sympathetic, inform him that once they've filled the ship's hold with fresh catch, they'll return to shore, and not a moment sooner. Over the next few weeks, Harvey grows from a self-centered pantywaist into a young man who appreciates the value of a hard day's work, and in Manuel he finds the strength, guidance, and good sense that he never got from his father. Spencer Tracy earned an Academy Award for his performance in Captains Courageous and even sings a bit; the story was parodied years later (with a few rather drastic changes) in the Chris Elliott vehicle Cabin Boy."
Adventure,The African Queen,The African Queen (1951),9,Adventure,Romantic Adventure,In the Mood for Love,"battle-of-the-sexes, devotion [dedication], invasion, late-bloomers, romance, steamboat, war, wilderness, escape",,"UK, USA","After years of wooing director John Huston via good reviews, film critic James Agee was given a chance to write the screenplay for a Huston picture. Adapted from a novel by C.S. Forester, The African Queen stars Humphrey Bogart in his Oscar-winning portrayal of Charlie Allnut, the slovenly, gin-swilling captain of a tramp steamer called the African Queen, which ships supplies to small East African villages during World War I. Katharine Hepburn plays Rose Sayer, the maiden-lady sister of a prim British missionary, Rev. Samuel Sayer (Robert Morley). When Germans invade and Samuel dies, Allnut offers to take Rose back to civilization. She can't tolerate his drinking or bad manners; he isn't crazy about her imperious, judgmental attitude. However it does not take long before their passionate dislike turns to love. Together the disparate duo work to ensure their survival on the treacherous waters and devise an ingenious way to destroy a German gunboat. The African Queen may well be the perfect adventure film, its roller-coaster storyline complemented by the chemistry between its stars. The profound difficulties inherent in filming on location in Africa have been superbly documented by several books, including one written by Katharine Hepburn. Screenwriter Peter Viertel (who worked, on an uncredited basis, on the script of this film - assisting with some of the dialogue) incorporated some of the African Queen anecdotes in his roman a clef about a Huston-like director/adventurer, White Hunter, Black Heart."
Adventure,The Black Stallion,The Black Stallion (1979),9,Adventure,Animal Picture,"Young and Old Alike,Pick-Me-Ups","animal, bonding [relationship], champion, childhood-adventures, friendship, horse, racing, rescue, sea-disaster, shipwreck, training",17-Oct-79,USA,"This beautifully mounted adaptation of Walter Farley's story for children tells the tale of Alec (Kelly Reno), a young boy touring the world with his adventurous salesman father (Hoyt Axton). While travelling back to the United States by ship, Alec discovers a wild, beautiful Arabian stallion being brought along in the cargo hold. When disaster strikes at sea, the ship sinks, and Alec and the stallion are the only survivors. Alone together on a nearby island, the boy and the horse develop a relationship; wary of each other at first, they learn to trust each other, and they become close friends. When a rescue party finally finds Alec, he refuses to leave the island without the stallion, and the horse goes with Alec to the small town that is his home. Alec's mother (Teri Garr) is at a loss about what to do with this remarkable but difficult animal. Henry Dailey (Mickey Rooney), an elderly horse trainer who lives in the neighborhood, senses a special connection between the boy and his horse; he's soon convinced that with the right training, and the boy as his jockey, the horse could be a champion on the race course. First-time director Carroll Ballard captures the mysterious relationship between humans and animals, treating the stallion with the same intelligence and respect as the rest of his cast; he also draws fine, understated performances from Kelly Reno and Mickey Rooney, and Caleb Deschanel's photography makes this a feast for the eyes. The Black Stallion is that rare contemporary family film that will fascinate adults as much as their kids, if not more so."
Adventure,Yojimbo,Yojimbo (1961),10,Adventure,Samurai Film,"Tough Guys,Spellbinders","criminal, deception, double-cross, duel, gangster, ronin, Samurai, scheme, swordfight",,Japan,"Toshiro Mifune portrays a Samurai who finds himself in the middle of a feud-torn Japanese village. Neither side is particularly honorable, but Mifune is hungry and impoverished, so he agrees to work as bodyguard (or Yojimbo) for a silk merchant (Kamatari Fujiwara) against a sake merchant (Takashi Shimura). He then pretends to go to work for the other, the better to let the enemies tear each other apart. Imprisoned for his ""treachery,"" he escapes just in time to watch the two warring sides wipe each other out. This was his plan all along, and now that peace has been restored, he leaves the village for further exploits. Yes, Yojimbo was the prototype for the Clint Eastwood ""Man with No Name"" picture A FISTFUL OF DOLLARS (1964). The difference is that Fistful relies on Eastwood for its success, whereas Yojimbo scores on every creative level, from director Akira Kurosawa to cinematographer Kazuo Miyagawa to Mifune's classic lead performance."
Adventure,The Four Feathers,The Four Feathers (1939),10,Adventure,British Empire Film,Adrenaline Rush,"aristocracy, capture, colonialism, coward, disguise, escape, massacre, POW (Prisoner of War), provincial, rescue, veteran [military], war",20-Apr-39,"UK, USA","This was the first sound production of A.E.W. Mason's classic adventure novel, which was brought to the screen three times in the silent era. Harry Faversham (John Clements) is the son of a military man who expects his son to follow in his footsteps on the fields of battle. Gen. Burroughs (C. Aubrey Smith), the father of Faversham's sweetheart, Ethne (June Duprez), was also a hero in the Crimean War, and he often regales Harry with tales of his exploits under fire. However, Harry is not so sure he believes in the family's tradition of military service and resigns his commission in 1898, shortly before his company is scheduled to head into the Sudan. Three of Faversham's comrades in arms, Capt. John Durrance (Ralph Richardson), Lt. Peter Burroughs (Donald Gray), and Lt. Arthur Willoughby (Jack Allen), each present Harry with a white feather, symbolizing their belief that he is a coward; Ethne shares their belief, and gives him one as well. Disgusted with himself, Faversham disguises himself as a Sangali tribesman and travels to the Sudan so that he might be able to move behind enemy lines and serve the British forces as a scout and reconnaissance agent. When his former regiment is attacked, Faversham is able to lead Burroughs and Willoughby to safety, with the wounded Durrance not realizing that the Arab who saved his life was in fact the man that he accused of cowardice. The Four Feathers was a great critical and commercial success and received an Academy Award nomination for Best Cinematography."
Adventure,"Aguirre, the Wrath of God","Aguirre, the Wrath of God (1972)",10,Adventure,Adventure Drama,Tough Guys,"Conquistador, corpse, expedition, insanity, jungle, madness, massacre, mental-illness, obsession, river, survivor, treasure, monkey",,"Peru, West Germany","The most famed and well-regarded collaboration between New German Cinema director Werner Herzog and his frequent leading man, Klaus Kinski, this epic historical drama was legendary for the arduousness of its on-location filming and the convincing zealous obsession employed by Kinski in playing the title role. Exhausted and near to admitting failure in its quest for riches, the 1650-51 expedition of Spanish conquistador Gonzalo Pizarro (Alejandro Repulles) bogs down in the impenetrable jungles of Peru. As a last-ditch effort to locate treasure, Pizarro orders a party to scout ahead for signs of El Dorado, the fabled seven cities of gold. In command are a trio of nobles, Pedro de Ursua (Ruy Guerra), Fernando de Guzman (Peter Berling), and Lope de Aguirre (Kinski). Traveling by river raft, the explorers are besieged by hostile natives, disease, starvation and treacherous waters. Crazed with greed and mad with power, Aguirre takes over the enterprise, slaughtering any that oppose him. Nature and Aguirre's own unquenchable thirst for glory ultimately render him insane, in charge of nothing but a raft of corpses and chattering monkeys. Aguirre, der Zorn Gottes (1973) was based on the real-life journals of a priest, Brother Gaspar de Carvajal (played in the film by Del Negro), who accompanied Pizarro on his ill-fated mission."
Adventure,The Lost World,The Lost World (1925),10,Adventure,Prehistoric Fantasy,Fantastic Reality,"capture, dinosaurs, eruption, expedition, jungle, Jurassic-era, prehistoric, professor, time-travel, volcano",,USA,"This adventure virtually butchers its source, Sir Arthur Conan Doyle's classic novel. But with stop-motion photography and special effects that were incredibly innovative in 1924 and 1925, who cared? These effects were the whole film, and Wallace Beery's inspired performance was a bonus. The tale opens on reporter Edward Malone (Lloyd Hughes), who wants to marry Gladys Hungerford (Alma Bennett). Gladys, however, only wants to marry a man of great deeds. So Malone, having asked his editor for an adventuresome assignment, is given the task of interviewing Professor Challenger (Beery), who is planning an expedition to a ""lost world."" Malone accompanies Challenger and his men to South America where, on a great plateau, they find a prehistoric world occupied by dinosaurs and ape-like men. They barely escape with their lives, but they manage to bring a brontosaurus back to London. The beast breaks out and terrorizes the city before crashing through the London bridge and swimming out toward the ocean to freedom. In the midst of all this, Malone has fallen in love with Paula White, the daughter of an explorer (Bessie Love). Since Gladys, it turns out, has married a clerk, Malone is able to wed his new sweetheart."
Adventure,Crocodile Dundee,Crocodile Dundee (1986),8,Adventure,Adventure Comedy,Just for Fun,"adventurer, big-city, crocodile, cultural-shock, fish-out-of-water, love, Outback, reporter, romance, trip",26-Sep-86,Australia,"Accustomed to a simple life in the Australian Outback, a legendary crocodile hunter has trouble adjusting to his new surroundings when an American journalist brings him to New York City. This Australian comedy delivers exactly what one would expect: plenty of fish-out-of-water gags about the hunter's reactions to the absurdity of modern urban life. Though he initially seems rather naive, Paul Hogan's ""Crocodile"" Dundee soon demonstrates that his natural ways are rather quite well-suited to city life, proving himself equally adept at defeating muggers and charming members of high society. Along the way, as one might expect, a romance develops between the rugged hunter and the hardened journalist, who finds herself enchanted by his down-to-earth behavior. The story is not particularly original, but the film's good-natured humor proved extremely palatable to audiences, as indicated by its worldwide box office success."
Adventure,Anthony Adverse,Anthony Adverse (1936),8,Adventure,Period Film,"Runaways,Righting the Wronged,Heroic Mission","against-all-odds, coming-of-age, maturity, mistress, orphan, son, trip",29-Jul-36,USA,"When David O. Selznick produced the film version of the 1000-plus page novel Gone with the Wind, he declared he could not make a film running any less than 222 minutes. When Warner Bros. adapted the even longer Hervey Allen best-seller Anthony Adverse, the studio managed to pack everything--except the most censorable passages, which had made Allen's novel a best-seller in the first place--into 139 minutes. Surprisingly, the film version of Anthony Adverse moves rather smoothly, though it is nowhere near as involving (or as much fun) as Gone with the Wind. Fredric March stars as Anthony Adverse, the illegitimate offspring of Anita Louise, the wife of Spanish nobleman Claude Rains. When Adverse comes of age, he inherits the prosperous business run by his kindly foster father Edmund Gwenn, which he abandons for an aimless trip around the world after his heart is broken by childhood sweetheart Olivia De Havilland. Sinking deeper into the morass of alcohol and degeneracy in the West Indies, Adverse is regenerated when he is reunited with De Havilland, now the mistress of Napoleon Bonaparte. Suddenly enervated, Adverse battles the efforts of Claude Rains and Gwenn's duplicitous former assistant Gale Sondergaard to take over Gwenn's business. Along the way, he learns that Gwenn was actually his grandfather and that De Havilland has born him a son (Scotty Beckett). Instead of dying, as he does in the novel, Anthony Adverse takes his son to America to start life anew. Whew! Though no award winner itself, Anthony Adverse enabled Gale Sondergaard to win the first-ever ""best supporting actress"" Oscar."
Adventure,The Princess Bride,The Princess Bride (1987),10,Adventure,Adventure Comedy,"Pick-Me-Ups,Other Dimensions","princess, good-vs-evil, damsel-in-distress, fairytale, fantasy, giant, hero, kidnapping, kingdom, revenge, swashbuckler, sword, troll, rescue, generation-gap, romance, evil, love, pirate [seafarer]",25-Sep-87,USA,"Based on William Goldman's novel of the same name, The Princess Bride is staged as a book read by grandfather (Peter Falk) to his ill grandson (Fred Savage). Falk's character assures a romance-weary Savage that the book has much more to deliver than a simpering love story, including but not limited to fencing, fighting, torture, death, true love, giants, and pirates. Indeed, The Princess Bride offers a tongue-in-cheek fairy tale depicting stable boy-turned-pirate Westley's journey to rescue Buttercup (Robin Wright), his true love, away from the evil prince (Chris Sarandon), whom she had agreed to marry five years after learning of what she had believed to be news of Westley's death. With help from Prince Humperdinck's disgruntled former employee Miracle Max (Billy Crystal), swordsman Inigo Montoya (Mandy Patinkin), and a very large man named Fezzik (Andre the Giant), the star-crossed lovers are reunited."
Adventure,Journey to the Center of the Earth,Journey to the Center of the Earth (1959),8,Adventure,Costume Adventure,Fantastic Reality,"dinosaurs, earth, exploration, journey, professor, scientist, subterranean, terranaut, villain",,USA,"There was neither a heroine nor a villain in Jules Verne's 1864 novel Journey to the Center of the Earth, but scenarist Charles Brackett evidently knew what he was doing by adding both to the 1959 film version. The picture proved to be a significant success in an otherwise disappointing year for 20th Century Fox. James Mason stars as amusingly absent-minded professor Oliver Lindenbrook, whose first step on a fabulous journey is prompted by a lump of lava brought to him by his student Alec McEwen (Pat Boone -- and, yes, he gets to sing). Melting down the curiously composed lump, Lindenbrook discovers a hastily scrawled message from long-lost explorer Arne Saknussem, with directions for reaching the earth's core. Accompanied by Carla (Arlene Dahl), widow of a famed geologist, and Icelandic guide Hans (Peter Ronson), Lindenbrook and Alec head down, down below. They are closely followed by the villainous Count Saknussem (Thayer David), descendant of the lost explorer who wrote the directions; the count hopes to use Lindenbrook's discoveries for his own personal and political gain (we know he's really bad when he eats Han's lovable pet goose). What follows is a festival of superb special effects, fabulous subterranean sets, and gigantized reptiles posing as dinosaurs, all brilliantly accompanied by Bernard Herrmann's ominous musical score. Journey to the Center of the Earth would later be adapted into a Saturday-morning cartoon series, again produced by 20th Century Fox."
Adventure,Princess Mononoke,Princess Mononoke (1997),10,Fantasy,Anime,Triumph of the Spirit,"man-vs-nature, wildlife, forest, man-vs-gods, wolf, cure, girl, mythological-legends, war, wilderness, demon, humanity, peace, adventurer, bounty-hunter, Japan, village",29-Oct-99,Japan,"This $20 million animated adventure/fantasy quickly became the highest grossing Japanese film in Japanese film history (making $150 million in Japan during its first seven months). Set in the 14th century, the ecology-themed epic was directed by Hayao Miyazaki whose previous films were acquired by Disney for U.S. distribution plus other territories. Princess Mononoke depicts a mystical battle between Animal Gods of the forest and humans during Japan's Muromachi Period. Young Ashitaka receives a fatal infection after a demonic wild boar attacks his northern village. Seeking a cure, he sets out to locate the deer-like god Shishigami. Along the way, he sees the rape of the Earth by a mining village. The constant plundering by the village has brought the wrath of the Wolf God, Moro, who attacks the village along with San, a human who was raised by the wolf god. She communicates with the nature spirits -- which is why she is called Princess Mononoke (""spirits of things""). Ashitaka wants these opposing forces to co-exist, and he hopes to bring peace between San and the ironworks owner, Lady Eboshi. However, he is thwarted as higher powers, intent on killing the Shishigama, intrude, and a battle erupts over the future of all nature."
Adventure,The Lion King,The Lion King (1994),8,Children's/Family,Animated Musical,Young and Old Alike,"coming-of-age, hero, journey, jungle, king, legacy, lion, throne, villain, warthog",24-Jun-94,USA,"One of the most popular Disney animated musicals, The Lion King presents the story of a lion cub's journey to adulthood and acceptance of his royal destiny. Simba (voiced first by Jonathan Taylor Thomas, then by Matthew Broderick) begins life as an honored prince, the son of the powerful King Mufasa (voiced by James Earl Jones). The cub's happy childhood turns tragic when his evil uncle, Scar (voiced by Jeremy Irons), murders Mufasa and drives Simba away from the kingdom. In exile, the young lion befriends the comically bumbling pair of Pumbaa the warthog (voiced by Ernie Sabella) and Timon the meerkat (voiced by Nathan Lane), he and lives a carefree jungle life. As he approaches adulthood, however, he is visited by the spirit of his father, who instructs him to defeat the nefarious Scar and reclaim his rightful throne. Borrowing elements from Hamlet, classical mythology, and African folk tales, The Lion King tells its mythic coming-of-age tale with a combination of spectacular visuals and lively music, featuring light, rhythmic songs by Elton John and Tim Rice, and a score by Hans Zimmer. Embraced by children and adults alike, the film also spawned hit songs (""Can You Feel the Love Tonight,"" ""The Circle of Life"") and a hit Broadway musical. In late 2002, The Lion King was re-released in the large-screen IMAX format."
Adventure,Walkabout,Walkabout (1971),10,Adventure,Adventure Drama,Only Human,"Aborigine, desert, flashback, lost, Outback, sibling, suicide",1-Jul-71,Australia,"The contrast between modern, urban civilization and life in the natural world lies at the heart of Nicolas Roeg's visually dazzling drama Walkabout. In broad outline, the plot might resemble a standard fish-out-of-water tale: two city children become stranded in the Australian outback, and struggle to find their way back to civilization with the help of a friendly aborigine boy. But Roeg and screenwriter Edward Bond are concerned with far more than the average wilderness drama, as a shocking act of violence near the story's beginning makes clear. This is particularly true in regards to the relationship between the white children and the aborigine boy, who ultimately develops a troubled romantic attraction towards the older sister. Obviously intended as a statement on the exploitation of the natural world and native cultures by European civilization, the film nevertheless maintains an evocative vagueness that usually -- but not always -- favors poetry over didacticism.  Most importantly, the film's justifiably acclaimed cinematography is likely to sway even those who find fault with the film's narrative and message. The shift between the sterile city images and the truly stunning, beautifully composed Australian landscapes provide the film's single best argument, making the film a vivid and convincing experience."
Adventure,The Adventures of Tintin,The Adventures of Tintin (2011),7,Adventure,Adventure Comedy,Young and Old Alike,"adventurer, artifact, reporter, stories",21-Dec-11,USA,"Director Steven Spielberg kicks off the big-screen Tintin trilogy with this computer-animated, motion-capture adaptation of Herge's beloved Tintin comic strip. Produced by Spielberg, Peter Jackson, and Kathleen Kennedy, the first installment in the series finds adventure-seeking Belgian reporter Tintin (voiced by Jamie Bell) and surly Captain Haddock (voiced by Andy Serkis) racing to recover a treasure that was lost at sea four centuries ago. Meanwhile, the malevolent Red Rackham (voiced by Daniel Craig) is determined to beat them to it. Simon Pegg, Nick Frost, and Toby Jones provide additional voices for a film written by Edgar Wright, Joe Cornish, and Steven Moffat."
Adventure,The Perfect Storm,The Perfect Storm (2000),7,Adventure,Disaster Film,"Only Human,Nail-biters","boating, fisherman, storm, rescue, captain [military], crew, hurricane, survivor",30-Jun-00,USA,"In October 1991, a dying tropical hurricane from Bermuda collided with a cold front from the Great Lakes, resulting in a ""perfect storm"" of previously unknown destructive impact that resulted in 100-foot waves; tragically, the crew of a fishing boat was lost in the midst of the fearsome storm. Based on the best-selling book by Sebastian Junger, The Perfect Storm tells the story of the ship's brave and hard-working crew. Billy Tyne (George Clooney), captain of the Andrea Gail, hasn't had much luck finding catch on his most recent trips to sea, and with money short, he and his crew -- Bob Shatford (Mark Wahlberg), Dale Murphy (John C. Reilly), and David Sullivan (William Fichtner) set out again when they hear that the fish are running. Billy's hunch proves correct, but when the ship's refrigeration system goes haywire, they have to return to shore as quickly as possible before the fish spoil, sending them into the middle of the worst storm in history. The supporting cast includes Mary Elziabeth Mastrantonio, Diane Lane, Bob Gunton, and Karen Allen; Wolfgang Petersen, whose breakthrough film was the aquatic wartime drama Das Boot, directed."
Adventure,Fitzcarraldo,Fitzcarraldo (1982),9,Adventure,Adventure Drama,Triumph of the Spirit,"Amazon, jungle, mountains, obsession, opera, opera-house, riverboat, rubber-plantation, steamboat, survivor, tribe",,West Germany,"German filmmaker Werner Herzog has never done anything by halves. When Herzog tackled Fitzcarraldo, the story of an obsessed impresario (Klaus Kinski) whose foremost desire in life is to bring both Enrico Caruso and an opera house to the deepest jungles of South America, the director boldly embarked on the same journey, disdaining studios, process shots, and special effects throughout. The highlight of the story is Fizcarraldo's Herculean effort to haul a 300-plus ton steamship over the mountains. No trickery was used in filming this grueling sequence, and stories still persist of disgruntled South American film technicians awaiting the opportunity to strangle Herzog if he ever sets foot on their land again. In the end, Herzog proved to be as driven and single-purposed as his protagonist, and it is the audience's knowledge of this that adds to the excitement of Fitzcarraldo."
Adventure,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End (2007),7,Adventure,Adventure Comedy,"Fantastic Reality,Adrenaline Rush","captain  [ship], ghost, pirate [seafarer]",24-May-07,USA,"Director Gore Verbinski and the crew set sail once again for this, the third chapter in the swashbuckling Pirates of the Caribbean trilogy. Captain Jack Sparrow (Johnny Depp) is hopelessly trapped in Davy Jones' locker after a harrowing encounter with the dreaded Kracken, and now Will Turner (Orlando Bloom) and Elizabeth Swann (Keira Knightley) must align themselves with the nefarious Captain Barbossa (Geoffrey Rush) if they hold out any hope of saving their old friend from a fate worse than death. The East India Trading Company and its fearsome leader, Lord Cutler Beckett (Tom Hollander), have taken control of the ghostly Flying Dutchman and its captain, Davy Jones (Bill Nighy), and now the baleful Admiral Norrington (Jack Davenport) has taken the helm in a relentless bid to destroy every pirate ship in his path and bring the Age of Piracy to a violent close. Meanwhile, Will, Elizabeth, and Captain Barbossa navigate treacherous waters and face bitter betrayal as they set sail to gather the only army that can stand up to Beckett -- The Nine Lords of the Brethren Court. But Captain Jack Sparrow is one of the lords, and as long as he's stuck in Davy Jones' locker, Beckett and his nefarious armada are sure to emerge victorious. There's still hope, however, if the heroic team that includes Tia Dalma (Naomie Harris), Pintel (Lee Arenberg), and Ragetti (Mackenzie Crook) can reach exotic Singapore and convince vulpine pirate Sao Feng (Chow Yun-Fat) to provide them with charts and a ship. But even the powerful Brethren Court may need a bit of help from volatile sea goddess Calypso in order to weather the coming storm. With the entire future of the pirate way at stake, everyone will be forced to choose sides while drifting precariously to the edge of the earth for one final, spectacular battle."
